제목,작성자,작성일,조회수,좋아요
N/A,Betelgeuseeee,N/A,N/A,N/A
동국대 1차합격 발표 시간이 언젠가요?,학종러ㅎㅇㅌ,2024.11.10.,920,N/A
N/A,학종러ㅎㅇㅌ,N/A,N/A,N/A
윤사 홉스 주권자의 주권 대표 질문드려요,Apppps,2024.11.10.,126,N/A
N/A,Apppps,N/A,N/A,N/A
생윤 홉스 질문,edudream,2024.11.10.,120,N/A
N/A,edudream,N/A,N/A,N/A
경북대 인하대,빡꽁낭,2024.11.10.,641,N/A
N/A,빡꽁낭,N/A,N/A,N/A
붙을 확률 봐주세요,dusgmㅍㅍ,2024.11.10.,214,N/A
N/A,dusgmㅍㅍ,N/A,N/A,N/A
수능때,대학갈래제발보내조,2024.11.10.,188,N/A
N/A,대학갈래제발보내조,N/A,N/A,N/A
도가 자연만불에 변화,대학합격하게해주십쇼,2024.11.10.,23,N/A
N/A,대학합격하게해주십쇼,N/A,N/A,N/A
김상훈 현강 자료 팝니다,11준,2024.11.10.,42,N/A
N/A,11준,N/A,N/A,N/A
신한대 합격 기원,llllllll1ll1,2024.11.10.,360,N/A
N/A,llllllll1ll1,N/A,N/A,N/A
<생윤> 제일 어려웠던 교육청/평가원 모고 뭐라고 생각하시나요!!,홍익 시디 25,2024.11.10.,131,N/A
N/A,홍익 시디 25,N/A,N/A,N/A
제제과.. 어디로 가야하죠…?,채키라우,2024.11.10.,108,N/A
N/A,채키라우,N/A,N/A,N/A
검정고시생 있으신가요ㅠㅜ,둠칫빠칫,2024.11.10.,143,N/A
N/A,둠칫빠칫,N/A,N/A,N/A
수학 사설 난이도,합격해야됨,2024.11.10.,112,N/A
N/A,합격해야됨,N/A,N/A,N/A
[예비 고3 / 현 고2] 2026학년도 약술형 논술 설명회,목동씨사이트2,2024.11.10.,200,N/A
N/A,목동씨사이트2,N/A,N/A,N/A
['24.11.10.(日)] Part-Time Study,초등학교 6학년 l진l,2024.11.10.,14,N/A
N/A,초등학교 6학년 l진l,N/A,N/A,N/A
정화예대 메이크업 전공 장단점 알려주세요,uuiuuiuuiu,2024.11.10.,106,N/A
N/A,uuiuuiuuiu,N/A,N/A,N/A
홍대 1차발표 조발가능성 있나요?,lllilliiililil,2024.11.10.,998,N/A
N/A,lllilliiililil,N/A,N/A,N/A
비문학은..,인생은 쓰,2024.11.10.,59,N/A
N/A,인생은 쓰,N/A,N/A,N/A
정법 질문,jjjjijnJjkAn,2024.11.10.,86,N/A
N/A,jjjjijnJjkAn,N/A,N/A,N/A
작년 덕성 학종 입결,수학과젭알요,2024.11.10.,598,N/A
N/A,수학과젭알요,N/A,N/A,N/A
궁금한게 수능볼때 핸드폰,ioodttt,2024.11.10.,492,N/A
N/A,ioodttt,N/A,N/A,N/A
[미대 수시] 삼육대 예비 괜찮을까요,께고부디쳐야헤,2024.11.10.,511,N/A
N/A,께고부디쳐야헤,N/A,N/A,N/A
이대 미래인재전형 한국사,대학가서제대로호,2024.11.10.,268,N/A
N/A,대학가서제대로호,N/A,N/A,N/A
[고연대 수시] 계적 추가질문,IIlIllIIIIIllllI,2024.11.10.,873,N/A
N/A,IIlIllIIIIIllllI,N/A,N/A,N/A
영이공 간호학과,지나가던1인,2024.11.10.,467,N/A
N/A,지나가던1인,N/A,N/A,N/A
수능때 인공눈물이랑 간식,Milliiii,2024.11.10.,389,N/A
N/A,Milliiii,N/A,N/A,N/A
명지대 합격 기원 1일차,Kuuuz0429,2024.11.10.,246,N/A
N/A,Kuuuz0429,N/A,N/A,N/A
본인이 느끼는,인생은 쓰,2024.11.10.,80,N/A
N/A,인생은 쓰,N/A,N/A,N/A
보통 인식 어떤지,lilililliiillilll,2024.11.10.,645,N/A
N/A,lilililliiillilll,N/A,N/A,N/A
탐구 고민.. ㅜㅜ,Milliiii,2024.11.10.,49,N/A
N/A,Milliiii,N/A,N/A,N/A
성신여대 독일어문문화학과,up업up업,2024.11.10.,120,N/A
N/A,up업up업,N/A,N/A,N/A
신한대 교과 (+면접)-패션디자인학과,모범생이되,2024.11.10.,189,N/A
N/A,모범생이되,N/A,N/A,N/A
동국대 학추 발표 언제 나나요?,로즈미7,2024.11.10.,670,N/A
N/A,로즈미7,N/A,N/A,N/A
최저제발,lliliiilliliii,2024.11.10.,440,N/A
N/A,lliliiilliliii,N/A,N/A,N/A
[뉴스] 의협회장 탄핵 당했네요,susijesu,2024.11.10.,252,N/A
N/A,susijesu,N/A,N/A,N/A
제 2 외국어,행복하자jwsy,2024.11.10.,138,N/A
N/A,행복하자jwsy,N/A,N/A,N/A
고려대 바이오 의공학 계적!!,pooooooop,2024.11.10.,306,N/A
N/A,pooooooop,N/A,N/A,N/A
사탐런해야될까요,음ㄴ음,2024.11.10.,211,N/A
N/A,음ㄴ음,N/A,N/A,N/A
등급컷,25학번6관왕기원,2024.11.10.,156,N/A
N/A,25학번6관왕기원,N/A,N/A,N/A
덕성여대 글융 1차 몇배수인가요?ㅠ,여고딩1,2024.11.10.,417,N/A
N/A,여고딩1,N/A,N/A,N/A
[이야기] 동대 고른기회 1차 발표 2일남았네ㅋㅋ,PJUUUUUUUUUUN,2024.11.10.,192,N/A
N/A,PJUUUUUUUUUUN,N/A,N/A,N/A
지금은 공부시간 탐구에 쏟는게 맞는건가요?,lllililliiiili,2024.11.10.,353,N/A
N/A,lllililliiiili,N/A,N/A,N/A
면접 답변 인재상 질문,25학번ㅣ,2024.11.10.,159,N/A
N/A,25학번ㅣ,N/A,N/A,N/A
[미대 정시] 세종대 동양화 정시 안정 등급,25학번드가자잦,2024.11.10.,151,N/A
N/A,25학번드가자잦,N/A,N/A,N/A
수능 궁금한 점,동글동글동그라미,2024.11.10.,347,N/A
N/A,동글동글동그라미,N/A,N/A,N/A
올해 수능 연계 예측,25학번6관왕기원,2024.11.10.,428,N/A
N/A,25학번6관왕기원,N/A,N/A,N/A
유리함수와 유전자 발현 시스템을 연관지을 수 있을까요?,LiIllIliiiLi,2024.11.10.,51,N/A
N/A,LiIllIliiiLi,N/A,N/A,N/A
수원대 디자인학부 예비,Yukilucky,2024.11.10.,429,N/A
N/A,Yukilucky,N/A,N/A,N/A
가천 아주 간호 반수,lllilililililliiliil,2024.11.10.,514,N/A
N/A,lllilililililliiliil,N/A,N/A,N/A
협성대 조기발표,ilillllilliiiililil,2024.11.10.,412,N/A
N/A,ilillllilliiiililil,N/A,N/A,N/A
영어 탐구로 최저 맞추는데,련서31,2024.11.10.,361,N/A
N/A,련서31,N/A,N/A,N/A
동양미래대 2차,집과대학을가고싶어요,2024.11.10.,115,N/A
N/A,집과대학을가고싶어요,N/A,N/A,N/A
[경기] 가천대 수시등급,대학교 가고 싶오,2024.11.10.,229,N/A
N/A,대학교 가고 싶오,N/A,N/A,N/A
사문 도표,원숭숭,2024.11.10.,173,N/A
N/A,원숭숭,N/A,N/A,N/A
정시 건국대 지원,선아q,2024.11.10.,693,N/A
N/A,선아q,N/A,N/A,N/A
가천대 아주대 간호 반수,lllilililililliiliil,2024.11.10.,431,N/A
N/A,lllilililililliiliil,N/A,N/A,N/A
국어 연계,킄키,2024.11.10.,174,N/A
N/A,킄키,N/A,N/A,N/A
수능,낭응잉구,2024.11.10.,213,N/A
N/A,낭응잉구,N/A,N/A,N/A
전주대 영화방송 vs 계원예대 영상미디어,정수12,2024.11.10.,176,N/A
N/A,정수12,N/A,N/A,N/A
가입인사드려요,apple 77,2024.11.10.,10,N/A
N/A,apple 77,N/A,N/A,N/A
[미대 수시] 삼육대 예비 1번 빠질까요?,하나라도붙었으면06,2024.11.10.,920,N/A
N/A,하나라도붙었으면06,N/A,N/A,N/A
둘 다 합격하면 어디가실건가요?,가천대가자제발,2024.11.10.,1119,N/A
N/A,가천대가자제발,N/A,N/A,N/A
생윤 칸트 질문,나무아미타물,2024.11.10.,176,N/A
N/A,나무아미타물,N/A,N/A,N/A
외대 학종,Wpqkfgogo,2024.11.10.,215,N/A
N/A,Wpqkfgogo,N/A,N/A,N/A
최저랑 면접 동시에 준비하시는 분들 있으신가요?,나6합격한여자야,2024.11.10.,213,N/A
N/A,나6합격한여자야,N/A,N/A,N/A
지금 사문,ㅈ제리,2024.11.10.,181,N/A
N/A,ㅈ제리,N/A,N/A,N/A
시계 테이프로 붙여도 되나요?,IlIlllIIIl,2024.11.10.,375,N/A
N/A,IlIlllIIIl,N/A,N/A,N/A
나빠또 나빠또 아아앙,자퇴생눈설탕,2024.11.10.,144,N/A
N/A,자퇴생눈설탕,N/A,N/A,N/A
안녕하세요,공부147,2024.11.10.,15,N/A
N/A,공부147,N/A,N/A,N/A
사문 공부법 도와주세요,싱싱한 낙지,2024.11.10.,211,N/A
N/A,싱싱한 낙지,N/A,N/A,N/A
자전vs컴공,이런대학 안대학,2024.11.10.,155,N/A
N/A,이런대학 안대학,N/A,N/A,N/A
생윤 자연과윤리 인간우월주의,Hhdjdidiw,2024.11.10.,113,N/A
N/A,Hhdjdidiw,N/A,N/A,N/A
[문제질문] 무리함수 유리함수 이해안되는 부분..질문,콩콩이124,2024.11.10.,33,N/A
N/A,콩콩이124,N/A,N/A,N/A
임상병리 vs 방사선사,think12124,2024.11.10.,269,N/A
N/A,think12124,N/A,N/A,N/A
간호대골라주세요...,ㅇㅇㅇwge,2024.11.10.,282,N/A
N/A,ㅇㅇㅇwge,N/A,N/A,N/A
우송대 탐방기 (+탐방기 관련),네모네모네모싸인,2024.11.10.,373,N/A
N/A,네모네모네모싸인,N/A,N/A,N/A
[학습자료] 2024 성균관대학교 인문논술 합격 답안,IlllIlliilllilil,2024.11.10.,83,N/A
N/A,IlllIlliilllilil,N/A,N/A,N/A
한지질문,jjjjjjjkkkkkk,2024.11.10.,73,N/A
N/A,jjjjjjjkkkkkk,N/A,N/A,N/A
수학 양승진/김기현 T,으어우엉우,2024.11.10.,255,N/A
N/A,으어우엉우,N/A,N/A,N/A
롤스 해외원조,Yuuuuuouu,2024.11.10.,98,N/A
N/A,Yuuuuuouu,N/A,N/A,N/A
면접..,멸치똥,2024.11.10.,198,N/A
N/A,멸치똥,N/A,N/A,N/A
기균이 많이 유리한가요?,앙칼라,2024.11.10.,354,N/A
N/A,앙칼라,N/A,N/A,N/A
정시 가능 대학 범위,웃는 입꼬리,2024.11.10.,306,N/A
N/A,웃는 입꼬리,N/A,N/A,N/A
호서대 탐방기,국간준비생,2024.11.10.,395,N/A
N/A,국간준비생,N/A,N/A,N/A
수능고사장 언제 알수 있나요?,까꿍베이비,2024.11.10.,560,N/A
N/A,까꿍베이비,N/A,N/A,N/A
신한대 쓰신 분?,Skycy,2024.11.10.,828,N/A
N/A,Skycy,N/A,N/A,N/A
고대 계적 오후,팡순,2024.11.10.,1156,N/A
N/A,팡순,N/A,N/A,N/A
수능 예비령 준비령 질문,liilillilliiii,2024.11.10.,158,N/A
N/A,liilillilliiii,N/A,N/A,N/A
조 선누층군이평안누층군보다먼저생성이야,바른공부전용자습관,2024.11.10.,45,N/A
N/A,바른공부전용자습관,N/A,N/A,N/A
사회문화 질문,ㄱㅁㅅㅇㅇ,2024.11.10.,90,N/A
N/A,ㄱㅁㅅㅇㅇ,N/A,N/A,N/A
생윤 안정 4등급,llillliilllliiii,2024.11.10.,182,N/A
N/A,llillliilllliiii,N/A,N/A,N/A
생윤 리트하트 이거 맞나 진짜,ㅋㅋㅋㅋㅋㅋㅋ크,2024.11.10.,405,N/A
N/A,ㅋㅋㅋㅋㅋㅋㅋ크,N/A,N/A,N/A
마이린 야뎁 검거 ㅋㅋ,ilialilyulinilikili,2024.11.10.,537,N/A
N/A,ilialilyulinilikili,N/A,N/A,N/A
을지대 자기추천 결과 날짜,빡뿡이,2024.11.10.,496,N/A
N/A,빡뿡이,N/A,N/A,N/A
가입인사,Haeeeeeeey,2024.11.10.,11,N/A
N/A,Haeeeeeeey,N/A,N/A,N/A
"9모 성적, 수능 성적",liliilllllllliii,2024.11.10.,476,N/A
N/A,liliilllllllliii,N/A,N/A,N/A
지금 시점 영어공부,나를데려가줘대학아,2024.11.10.,174,N/A
N/A,나를데려가줘대학아,N/A,N/A,N/A
안녕하세요~ 가입했어요.,휘용휘용,2024.11.10.,11,N/A
N/A,휘용휘용,N/A,N/A,N/A
[경시외이중수시] 수능 준비 꼭 해야할까요,6학종6관왕,2024.11.10.,715,N/A
N/A,6학종6관왕,N/A,N/A,N/A
고3 단축 수업 언제부터 하나용?,공부하라우,2024.11.10.,542,N/A
N/A,공부하라우,N/A,N/A,N/A
생명윤리 레건 질문이요,히히힣히우,2024.11.10.,132,N/A
N/A,히히힣히우,N/A,N/A,N/A
"수원대 교과면접, 고교추천면접",내 소원은 5관왕,2024.11.10.,151,N/A
N/A,내 소원은 5관왕,N/A,N/A,N/A
리틀 이기상분들 도와주세요😍😍,동국대회계학과25학번,2024.11.10.,148,N/A
N/A,동국대회계학과25학번,N/A,N/A,N/A
[문제질문] 임정환 생윤 리얼 트레이닝 4회 답지,콩콩콩이연,2024.11.10.,30,N/A
N/A,콩콩콩이연,N/A,N/A,N/A
님들은 어떰,Wolfox,2024.11.10.,250,N/A
N/A,Wolfox,N/A,N/A,N/A
지방4년제vs수도권 전문대,새치고기,2024.11.10.,390,N/A
N/A,새치고기,N/A,N/A,N/A
[학습자료] 수능 수학 만점 공부법(죽도록 계산실수 줄이고 싶다면),응앙응앙앙앙응,2024.11.10.,50,N/A
N/A,응앙응앙앙앙응,N/A,N/A,N/A
6광탈 위기,rudeoqnxduwnjdypls,2024.11.10.,1013,N/A
N/A,rudeoqnxduwnjdypls,N/A,N/A,N/A
수능에 대한 바람,자퇴생눈설탕,2024.11.10.,149,N/A
N/A,자퇴생눈설탕,N/A,N/A,N/A
이번 수능 생윤 난이도 어려울까요?,Roide6,2024.11.10.,459,N/A
N/A,Roide6,N/A,N/A,N/A
건글vs교통대 ( 간호학과 ),6oo,2024.11.10.,626,N/A
N/A,6oo,N/A,N/A,N/A
가채점표 궁금한거있는데,이오학번은,2024.11.10.,409,N/A
N/A,이오학번은,N/A,N/A,N/A
영어 어려우면,김ㅀ,2024.11.10.,339,N/A
N/A,김ㅀ,N/A,N/A,N/A
연대 활우 내일 몇 시에 발표인가요?,inseoultothesky,2024.11.10.,869,N/A
N/A,inseoultothesky,N/A,N/A,N/A
충남대 가능하겠죠!?,유능한 수달,2024.11.10.,710,N/A
N/A,유능한 수달,N/A,N/A,N/A
[♤ 초등학교 5학년 : 수학] Math x Tree (이차방정식) <Double Roar>,초등학교 6학년 l진l,2024.11.10.,20,N/A
N/A,초등학교 6학년 l진l,N/A,N/A,N/A
국민대,대학보내주세요ㅈㅔ발,2024.11.10.,378,N/A
N/A,대학보내주세요ㅈㅔ발,N/A,N/A,N/A
국민대 면접 1차 서류 평가,골드키위s,2024.11.10.,538,N/A
N/A,골드키위s,N/A,N/A,N/A
[미대 수시] 호서대 애니과랑 목원대 웹툰과랑,광탈만아님댐,2024.11.10.,305,N/A
N/A,광탈만아님댐,N/A,N/A,N/A
['24.11.10.(日)] 日日 新聞讀解,초등학교 6학년 l진l,2024.11.10.,19,N/A
N/A,초등학교 6학년 l진l,N/A,N/A,N/A
불안한 현역과 월등한 엔수 모여봐,최저만남은수시러,2024.11.10.,377,N/A
N/A,최저만남은수시러,N/A,N/A,N/A
"[고연대 수시] 고대 자연 계적(오전) 공통어,예시",카이25,2024.11.10.,952,N/A
N/A,카이25,N/A,N/A,N/A
인하대 인공지능이신 분 계실까요?,빡센수시러,2024.11.10.,148,N/A
N/A,빡센수시러,N/A,N/A,N/A
수학 공부 어떻게 해야할까요…,ingsag,2024.11.10.,109,N/A
N/A,ingsag,N/A,N/A,N/A
동덕여대 패디주간,lovejjy,2024.11.10.,178,N/A
N/A,lovejjy,N/A,N/A,N/A
항공대 차타고 가도 되나요?,바람의자유,2024.11.10.,530,N/A
N/A,바람의자유,N/A,N/A,N/A
내신수학만 보는 대학교,지금 이순간부터,2024.11.10.,330,N/A
N/A,지금 이순간부터,N/A,N/A,N/A
국어 사설 실모만 보면 점수가 낮게 나오는데 어떡하죠,토끼털목도리,2024.11.10.,301,N/A
N/A,토끼털목도리,N/A,N/A,N/A
이과 인강 추천,ㅂ어니,2024.11.10.,83,N/A
N/A,ㅂ어니,N/A,N/A,N/A
[학습자료] SKY/성균관대 경영학과 합격 생기부 판매(경영/경제) [🌟만족도 100%🌟],설경 24,2024.11.10.,120,N/A
N/A,설경 24,N/A,N/A,N/A
예비 고1 입니다.,나소맘,2024.11.10.,58,N/A
N/A,나소맘,N/A,N/A,N/A
안녕하십니까!! 가입인사 드립니다,대학가고픈06,2024.11.10.,24,N/A
N/A,대학가고픈06,N/A,N/A,N/A
상향인지 적정인지,jilllijillljijjl,2024.11.10.,603,N/A
N/A,jilllijillljijjl,N/A,N/A,N/A
화학 이수 안 하면 학종 안될까요?,illiliiilliil,2024.11.10.,271,N/A
N/A,illiliiilliil,N/A,N/A,N/A
[고연대 수시] 고대 계적 공통어 1번,L123ee,2024.11.10.,1199,N/A
N/A,L123ee,N/A,N/A,N/A
[고연대 수시] 고대 계적 면접 후기 (자연 오전),카포리스웨트,2024.11.10.,1221,N/A
N/A,카포리스웨트,N/A,N/A,N/A
대구보건대 물치과,윰쓰,2024.11.10.,65,N/A
N/A,윰쓰,N/A,N/A,N/A
[공부인증] 수능 신분증 여권,키티키티키티키티키티,2024.11.10.,142,N/A
N/A,키티키티키티키티키티,N/A,N/A,N/A
한수는 사설중에 난이도 어떤 편인가요?,bsjwkfiwn,2024.11.10.,52,N/A
N/A,bsjwkfiwn,N/A,N/A,N/A
2025 정원감축이 2026 그대로인가요?,와사비호빵,2024.11.10.,468,N/A
N/A,와사비호빵,N/A,N/A,N/A
계적 자연 오전,jessiiii,2024.11.10.,1023,N/A
N/A,jessiiii,N/A,N/A,N/A
수능전 마지막 주말 저녁후엔 휴식,니가대학가는겨아쫌,2024.11.10.,409,N/A
N/A,니가대학가는겨아쫌,N/A,N/A,N/A
내신 수학 1뜨시는 분들 들어와보세요,lllillilliil,2024.11.10.,586,N/A
N/A,lllillilliil,N/A,N/A,N/A
가천대 자전 면접볼때 일반교과목 성적이 교수님들한테,고등어빨래,2024.11.10.,292,N/A
N/A,고등어빨래,N/A,N/A,N/A
강원 충북 명지 공대 순위~?,차밍옐로우,2024.11.10.,284,N/A
N/A,차밍옐로우,N/A,N/A,N/A
서바 파이널9회 국어,아보카또,2024.11.10.,22,N/A
N/A,아보카또,N/A,N/A,N/A
"외식조리 , 자전",합겨거엉,2024.11.10.,116,N/A
N/A,합겨거엉,N/A,N/A,N/A
수학 최종 1등급 가능할까요..,dkd79,2024.11.10.,268,N/A
N/A,dkd79,N/A,N/A,N/A
이감등급컷어떻게보나요,ㅋ77,2024.11.10.,192,N/A
N/A,ㅋ77,N/A,N/A,N/A
동국대 논술 질문이여…ㅜㅜ,N수생이되,2024.11.10.,264,N/A
N/A,N수생이되,N/A,N/A,N/A
계적 면접 너무 빨리 끝냄,lllililiilililiiilil,2024.11.10.,2333,N/A
N/A,lllililiilililiiilil,N/A,N/A,N/A
물리치료학과 대학 추천 부탁드려요!,하하허허허허허,2024.11.10.,128,N/A
N/A,하하허허허허허,N/A,N/A,N/A
가입인사,ililiillliiil1li,2024.11.10.,16,N/A
N/A,ililiillliiil1li,N/A,N/A,N/A
수능날 비 오네요..,우울핑이 되,2024.11.10.,682,N/A
N/A,우울핑이 되,N/A,N/A,N/A
동방예대 면접전형 뉴미 빠지시는분…,밍밍밍유기,2024.11.10.,39,N/A
N/A,밍밍밍유기,N/A,N/A,N/A
제가 쓴 학과 추합이 너무 적게 도는데,수능은계획대로되지않,2024.11.10.,374,N/A
N/A,수능은계획대로되지않,N/A,N/A,N/A
어디가야하나요ㅠㅠㅠㅠㅠㅜㅜ,대학가고싳다진짜,2024.11.10.,493,N/A
N/A,대학가고싳다진짜,N/A,N/A,N/A
대학 하나 나왔다고 너무 들떠서 집중이 …,Pilllllll,2024.11.10.,3375,N/A
N/A,Pilllllll,N/A,N/A,N/A
사문 질문 (도와주세요생각나서잠이안옴),IiliiIIiiIIiIiIIl,2024.11.10.,246,N/A
N/A,IiliiIIiiIIiIiIIl,N/A,N/A,N/A
제가쓴 4개 대학중에 입결꼴찌는어디죠?,사과나무222,2024.11.10.,750,N/A
N/A,사과나무222,N/A,N/A,N/A
경쟁률 줄면 보통 컷 내려가나요?ㅠ,pbg06,2024.11.10.,221,N/A
N/A,pbg06,N/A,N/A,N/A
생윤 질문,하 재발아앙아,2024.11.10.,147,N/A
N/A,하 재발아앙아,N/A,N/A,N/A
백석예대 24학번 재학생입니다,Zhanghao,2024.11.10.,368,N/A
N/A,Zhanghao,N/A,N/A,N/A
뷰티학과 학원비ㅜㅜ,노을이랑,2024.11.10.,718,N/A
N/A,노을이랑,N/A,N/A,N/A
[미대 수시] 대진대 예비,가자가자한번에,2024.11.10.,352,N/A
N/A,가자가자한번에,N/A,N/A,N/A
수능 답안 언제쯤 나오나요?,misschoi,2024.11.10.,488,N/A
N/A,misschoi,N/A,N/A,N/A
연세대 활우 1차 합격 제발….(발표 하루전),새싹이요,2024.11.10.,3187,N/A
N/A,새싹이요,N/A,N/A,N/A
[공부법 첨부] 생윤 파이널 정리는 이걸로 🚨,jsgeuv,2024.11.10.,72,N/A
N/A,jsgeuv,N/A,N/A,N/A
모의면접은 보통 어디서 하나요?,미미미미미누누누,2024.11.10.,223,N/A
N/A,미미미미미누누누,N/A,N/A,N/A
화학 도서 추천,재수없는인생이되,2024.11.10.,16,N/A
N/A,재수없는인생이되,N/A,N/A,N/A
예비고3 생명 인강or현강 추천 ㅜㅜ,26학번가자미,2024.11.10.,125,N/A
N/A,26학번가자미,N/A,N/A,N/A
솔직히 한서성이 맞음,liiiiiillliilii,2024.11.10.,843,N/A
N/A,liiiiiillliilii,N/A,N/A,N/A
동덕여대 시각,졉졉,2024.11.10.,770,N/A
N/A,졉졉,N/A,N/A,N/A
안양대 학교장추천 이공계열자유전공(신설),림꾸꾸,2024.11.10.,102,N/A
N/A,림꾸꾸,N/A,N/A,N/A
학교선택 문정과,수박먹브레드,2024.11.10.,103,N/A
N/A,수박먹브레드,N/A,N/A,N/A
한국외대 글로벌스포츠산업,라떼는말이아,2024.11.10.,235,N/A
N/A,라떼는말이아,N/A,N/A,N/A
[인천] 인하공전 항공경영 성적 어느정도 나와야하나요,냥뇽녕냥후라이드치킨,2024.11.10.,232,N/A
N/A,냥뇽녕냥후라이드치킨,N/A,N/A,N/A
안양대 학교장추천 이공계열자유전공(신설),림꾸꾸,2024.11.10.,42,N/A
N/A,림꾸꾸,N/A,N/A,N/A
예비+최초합 기원 1일차..,jooeun15,2024.11.10.,429,N/A
N/A,jooeun15,N/A,N/A,N/A
수능 시험 도중 나와도 되나요?,스타준,2024.11.10.,597,N/A
N/A,스타준,N/A,N/A,N/A
아기코끼리들 동국대 25학번 대기대기 사담방 오세요,이라라랑,2024.11.10.,483,N/A
N/A,이라라랑,N/A,N/A,N/A
수능날 수만휘 곱창나나요,iililililililiililil,2024.11.09.,437,N/A
N/A,iililililililiililil,N/A,N/A,N/A
인하대 1차,재수는없아,2024.11.09.,1124,N/A
N/A,재수는없아,N/A,N/A,N/A
아가천대법과대학빠지면조켄네,감롱이,2024.11.09.,144,N/A
N/A,감롱이,N/A,N/A,N/A
자신감이 점점 떨어져요...,iililililililiilliil,2024.11.09.,529,N/A
N/A,iililililililiilliil,N/A,N/A,N/A
[경기] 동아방송예술대학교 어때요,무한한 가능성임,2024.11.09.,359,N/A
N/A,무한한 가능성임,N/A,N/A,N/A
[미대 수시] 신한대 대진대,jjjjjjkk,2024.11.09.,640,N/A
N/A,jjjjjjkk,N/A,N/A,N/A
우송대 기숙사vs자취,지흄,2024.11.09.,264,N/A
N/A,지흄,N/A,N/A,N/A
수능 가채점표,illuluilulil,2024.11.09.,447,N/A
N/A,illuluilulil,N/A,N/A,N/A
규쌤)12시까지 면접질문받을게요,입시면접은규쌤,2024.11.09.,974,N/A
N/A,입시면접은규쌤,N/A,N/A,N/A
월요일에 나오는 대학,아아829213,2024.11.09.,227,N/A
N/A,아아829213,N/A,N/A,N/A
서강대 학종컷 왜 이렇게 낮나요,마늘치즈빵,2024.11.09.,2455,N/A
N/A,마늘치즈빵,N/A,N/A,N/A
실기 때문에 교과 공부 유기한 고3 입니다...,Neon5283,2024.11.09.,82,N/A
N/A,Neon5283,N/A,N/A,N/A
대학발표와 전문대 수시 접수,liiiillliiiiii,2024.11.09.,116,N/A
N/A,liiiillliiiiii,N/A,N/A,N/A
목원대 미대,aeoaaa,2024.11.09.,1112,N/A
N/A,aeoaaa,N/A,N/A,N/A
급해요ㅠㅠㅠ메가스터디해설강의질문이요,mechxxoly,2024.11.09.,71,N/A
N/A,mechxxoly,N/A,N/A,N/A
올해 국어 22수능 급으로 나올려나요,지리학,2024.11.09.,248,N/A
N/A,지리학,N/A,N/A,N/A
면접 경쟁률 3:1인 거면,최하위 하수,2024.11.09.,446,N/A
N/A,최하위 하수,N/A,N/A,N/A
가천대학교 바람개비전형 사복과 최초합 면접 후기,김보미보미,2024.11.09.,441,N/A
N/A,김보미보미,N/A,N/A,N/A
[미대 수시] 경기대 애니과 작년에 예비 몇 명 빠졌나요?,크아아아앙아ㅏ악,2024.11.09.,134,N/A
N/A,크아아아앙아ㅏ악,N/A,N/A,N/A
영어 혹시 피램처럼 지문 사고과정 정리 잘 된 책 있나요?,훈제오리꽥꽥,2024.11.09.,47,N/A
N/A,훈제오리꽥꽥,N/A,N/A,N/A
1점대 학종에서 가장 중요한 것?,illiliiliillliilliil,2024.11.09.,516,N/A
N/A,illiliiliillliilliil,N/A,N/A,N/A
면접실에서 시계,sunshine06,2024.11.09.,399,N/A
N/A,sunshine06,N/A,N/A,N/A
진학사 합격예측,pls,2024.11.09.,617,N/A
N/A,pls,N/A,N/A,N/A
임정환 리트 사문 4회 답지,hlwoy,2024.11.09.,96,N/A
N/A,hlwoy,N/A,N/A,N/A
가천대학교,starlighth,2024.11.09.,581,N/A
N/A,starlighth,N/A,N/A,N/A
가톨릭 간호 학추 지원자분들(일반고) 등급대 공유해요!,수박앙대,2024.11.09.,169,N/A
N/A,수박앙대,N/A,N/A,N/A
사문 농업사회,dollllll,2024.11.09.,90,N/A
N/A,dollllll,N/A,N/A,N/A
영어 독해력,행운이가득하기를바람,2024.11.09.,116,N/A
